"Name","Article_Number","Origin","Category","Brand","Alcohol","Price","Volume","PackagingType","Manufacturer","New_Year","Region","District","Grapes"
"Grythyttan Varsamt Kolsyrat Källvatten","1234542","","vatten","Grythyttan","0,00","15,09","0,80","","Grythyttan","2015","","",""
"Heineken 5,0","1110911","Nederländerna","öl","Heineken","5,00","16,48","0,33","","Heineken","","","",""
"Grythyttan Varsamt Kolsyrat Källvatten","1234539","","vatten","Grythyttan","0,00","7,07","0,33","","Grythyttan","2015","","",""
"Grythyttan Stilla Källvatten","1212139","","vatten","Grythyttan","0,00","7,07","0,33","","Grythyttan","2015","","",""
"Grythyttan Stilla Vatten","1212140","","vatten","Grythyttan","0,00","8,34","0,50","","Grythyttan","","","",""
"The Beach House Shiraz","2542514","Sydafrika","vin","Douglas Green","13,50","59,90","0,75","","Douglas Green","2016","Western Cape","","Shiraz 98%, Mourverdre 1%, Viognier 1%"
"Rib Shack Red","2539214","Sydafrika","vin","Douglas Green","13,50","74,90","0,75","","Douglas Green","2015","Western Cape","","Pinotage 60%, Shiraz 40%"
"Douglas Green Fairtrade Sauvignon Blanc","2539114","Sydafrika","vin","Douglas Green","12,50","71,90","0,75","","Douglas Green","2015","Western Cape","","Sauvignon Blanc 100%"
"Douglas Green Fairtrade Merlot","2539014","Sydafrika","vin","Douglas Green","13,50","71,90","0,75","","Douglas Green","2015","Western Cape","","Merlot 100%"
"Oude Kaap","2537750","Sydafrika","vin","Douglas Green","13,50","202,00","3,00","","Douglas Green","2015","Western Cape","","Chardonnay 100%"
"Gravendal Hallon/Lime","1715205","Sverige","cider","Gravendal","4,50","13,29","0,33","","Gravendal","","","",""
"Gravendal Päron","1705401","Sverige","cider","Gravendal","4,50","20,56","0,50","","Gravendal","","","",""
"Gravendal Hallon/Lime","1705601","Sverige","cider","Gravendal","4,50","20,56","0,50","","Gravendal","","","",""
"Double Bulldog DIPA 8,4","1155011","Sverige","öl","Gotlands Bryggeri","8,40","24,79","0,33","","Gotlands Bryggeri","2012","","",""
"Great White Wheat IPA 7,3","1172691","Sverige","öl","Gotlands Bryggeri","7,30","1982,08","30,00","","Gotlands Bryggeri","2015","","",""
"Sleepy Bulldog Pale Ale 4,8","1140591","Sverige","öl","Gotlands Bryggeri","4,80","1699,94","30,00","","Gotlands Bryggeri","2009","","",""
"Sitting Bulldog IPA 6,4","1137191","Sverige","öl","Gotlands Bryggeri","6,40","1851,75","30,00","","Gotlands Bryggeri","","","",""
"Sleepy Bulldog Pale Ale 4,8","1140511","Sverige","öl","Gotlands Bryggeri","4,80","19,83","0,33","","Gotlands Bryggeri","2009","","",""
"Shogun Bulldog IPA 7,2","1164991","Sverige","öl","Gotlands Bryggeri","7,20","2027,50","30,00","","Gotlands Bryggeri","2014","","",""
"Wisby Julaquavit","2717222","Sverige","sprit","Gotlands Bryggeri","42,00","194,00","0,50","","Gotlands Bryggeri","","","",""
"Gotlands Bittar","1709323","Sverige","sprit","Gotlands Bryggeri","38,50","242,00","0,70","","Gotlands Bryggeri","","","",""
"Easy Rider Bulldog 0,4","1186711","Sverige","öl","Gotlands Bryggeri","0,40","11,90","0,33","","Gotlands Bryggeri","2016","","",""
"Saltörens Akvavit","2723722","Sverige","sprit","Gotlands Bryggeri","42,00","194,00","0,50","","Gotlands Bryggeri","2015","","",""
"Bushveld Bulldog IPA 6,7","1184911","Sverige","öl","Gotlands Bryggeri","6,70","23,18","0,33","","Gotlands Bryggeri","2016","","",""
"Daredevil Bulldog Peoples IPA 3,5","1191211","Sverige","öl","Gotlands Bryggeri","3,50","13,84","0,33","","Gotlands Bryggeri","2017","","",""
"Eko Bulldog Pale Ale 5,0","1191091","","öl","Gotlands Bryggeri","5,00","1764,74","30,00","","Gotlands Bryggeri","2017","","",""
"Eko Bulldog Pale Ale 5,0","1191011","","öl","Gotlands Bryggeri","5,00","21,15","0,33","","Gotlands Bryggeri","2017","","",""
"Reinbeer Bulldog Winter Session IPA 3,5","1193111","Sverige","öl","Gotlands Bryggeri","3,50","13,93","0,33","","Gotlands Bryggeri","2017","","",""
"Bushveld Bulldog IPA 6,7","1184991","Sverige","öl","Gotlands Bryggeri","6,70","2010,13","30,00","","Gotlands Bryggeri","2016","","",""
"Wisby Lager 4,7","1176511","Sverige","öl","Gotlands Bryggeri","4,70","19,02","0,33","","Gotlands Bryggeri","2018","","",""
"Wisby Lager 4,7","1176591","Sverige","öl","Gotlands Bryggeri","4,70","1626,90","30,00","","Gotlands Bryggeri","2018","","",""
"Great White Wheat IPA 7,3","1172611","Sverige","öl","Gotlands Bryggeri","7,30","23,16","0,33","","Gotlands Bryggeri","2015","","",""
"Wisby Barley Blout 9,5","1170111","Sverige","öl","Gotlands Bryggeri","9,50","42,83","0,33","","Gotlands Bryggeri","2014","","",""
"Valkyrians Välkomst 11,0","1190911","Sverige","öl","Gotlands Bryggeri","11,00","47,23","0,33","","Gotlands Bryggeri","2014","","",""
"Sleepy Bulldog Winter Ale 6,2","1155611","Sverige","öl","Gotlands Bryggeri","6,20","21,88","0,33","","Gotlands Bryggeri","2010","","",""
"Wisby Oaked Porter 8,5","1153011","Sverige","öl","Gotlands Bryggeri","8,50","41,36","0,33","","Gotlands Bryggeri","","","",""
"Double Bulldog DIPA 8,4","1155091","Sverige","öl","Gotlands Bryggeri","8,40","2091,78","30,00","","Gotlands Bryggeri","2012","","",""
"Wisby Stout 5,0","1152411","Sverige","öl","Gotlands Bryggeri","5,00","20,20","0,33","","Gotlands Bryggeri","","","",""
"Wisby Weisse 5,2","1137391","Sverige","öl","Gotlands Bryggeri","5,20","1799,47","30,00","","Gotlands Bryggeri","","","",""
"Wisby Weisse 5,2","1137312","Sverige","öl","Gotlands Bryggeri","5,20","32,62","0,50","","Gotlands Bryggeri","","","",""
"Wisby Kloster 5,0","1131291","Sverige","öl","Gotlands Bryggeri","5,00","1677,29","30,00","","Gotlands Bryggeri","","","",""
"Sitting Bulldog IPA 6,4","1152511","Sverige","öl","Gotlands Bryggeri","6,40","21,71","0,33","","Gotlands Bryggeri","","","",""
"Wisby Pils 5,0","1131391","Sverige","öl","Gotlands Bryggeri","5,00","1616,54","30,00","","Gotlands Bryggeri","","","",""
"Wisby Pils 5,0","1107111","Sverige","öl","Gotlands Bryggeri","5,00","18,87","0,33","","Gotlands Bryggeri","","","",""
"Wisby Kloster 5,0","1109611","Sverige","öl","Gotlands Bryggeri","5,00","19,80","0,33","","Gotlands Bryggeri","","","",""
"Glen Carlou Pinot Noir","2521614","Sydafrika","vin","Glen Carlou","14,00","119,00","0,75","","Glen Carlou","2013:2","Western Cape","WO Paarl","Pinot Noir"
"Castelgiocondo Grappa","2718623","Italien","sprit","Castelgio Giocondo","45,00","539,00","0,70","","Castelgio Giocondo","2012","","","Sangiovese"
"Wisby Stout 5,0","1152491","Sverige","öl","Gotlands Bryggeri","5,00","1687,17","30,00","","Gotlands Bryggeri","","","",""
"Glen Carlou Sauvignon Blanc","2517414","Sydafrika","vin","Glen Carlou","13,00","97,90","0,75","","Glen Carlou","2013","Western Cape","WO Durbanville","Sauvignon Blanc"
"Wisby Påsk 6,0","1109811","Sverige","öl","Gotlands Bryggeri","6,00","22,75","0,33","","Gotlands Bryggeri","","","",""
"Citadelle Gin Reserve","2720923","Frankrike","sprit","Citadelle Gin","44,00","355,00","0,70","","Citadelle Gin","2014","","",""
"Giesen ”The Brothers” Pinot Noir","2550614","Nya Zeeland","vin","Giesen","14,50","142,00","0,75","","Giesen","2016","Marlborough","Marlborough","Pinot Noir 100%"
"Citadelle Gin No Mistake Old Tom Gin","2730222","Frankrike","sprit","Citadelle Gin","46,00","272,00","0,50","","Citadelle Gin","2018","","",""
"Castelgiocondo Brunello di Montalcino DOCG","2495024","Italien","vin","Castel Giocondo","14,50","339,00","0,75","","Castel Giocondo","2009","Toscana","","Brunello (Sangiovese Grosso)"
"Giesen Estate Pinot Noir","2550814","Nya Zeeland","vin","Giesen","13,50","111,00","0,75","","Giesen","2016","Marlborough","Marlborough","Pinot Noir 100%"
"Giesen Estate Sauvignon Blanc","2550714","Nya Zeeland","vin","Giesen","12,50","92,90","0,75","","Giesen","2015","Marlborough","","Sauvignon Blanc"
"Esprit Gassier Rosé","2565714","Frankrike","vin","Gassier","13,00","114,00","0,75","","Gassier","2018","Provence","AOP Côtes de Provence","Grenache, Cinsault, Syrah, Rolle"
"Giesen Organic Sauvignon Blanc EKO","2550514","Nya Zeeland","vin","Giesen","12,50","105,00","0,75","","Giesen","2016","Marlborough","Marlborough","Sauvignon Blanc 100%"
"Château Gassier Le Pas du Moine Rosé EKO","2543116","Frankrike","vin","Gassier","13,00","306,00","1,50","","Gassier","2016","Provence","AOC Côtes de provence Saint Victoire","Grenache 37%, Syrah 37% , Rolle 11%, Cinsault 10%, Ugni Blanc 5%"
"Citadelle Gin","2719023","Frankrike","sprit","Citadelle Gin","44,00","319,00","0,70","","Citadelle Gin","2013","","",""
"Coteaux d’Aix en Provence EKO","2517614","Frankrike","vin","Gassier","13,00","88,90","0,75","","Gassier","2013","Provence","AOP Coteaux d’Aix en Provence","Grenache 33%, Cinsault 33% , Syrah 34%"
"Coteaux d’Aix en Provence EKO","2517650","Frankrike","vin","Gassier","13,00","251,00","2,25","","Gassier","2013","Provence","AOP Coteaux d’Aix en Provence","Grenache 33%, Cinsault 33% , Syrah 34%"
"Casal Garcia Douro Red","2542814","Portugal","vin","Casal Garcia","12,50","64,90","0,75","","Casal Garcia","2016","DO Douro","","Touriga Nacional, Tinta Roriz , Touriga Franca, Tinta Barroca"
"Château Gassier Le Pas du Moine Rosé EKO","2543114","Frankrike","vin","Gassier","13,50","140,00","0,75","","Gassier","2016","Provence","AOC Côtes de provence Saint Victoire","Grenache 37%, Syrah 37% , Rolle 11%, Cinsault 10%, Ugni Blanc 5%"
"Casal Garcia Vinho Verde","2412614","Portugal","vin","Casal Garcia","8,50","57,90","0,75","","Casal Garcia","","Minho","DOC Vinho Verde","40% Loureiro, 30% Arinto, 20% Trajadura & 10% Azal"
"Mas Mellot EKO","2536414","Frankrike","vin","GAEC Bruel","12,00","85,90","0,75","","GAEC Bruel","2015","Languedoc","IGP Sable de Camargue","Cinsault 25%, Grenache 25%, Carignan 20%, Cabernet Sauvignon 15% & Merlot 15%"
"Fürstenberg 4,8","2191311","Tyskland","öl","Fürstenberg","4,80","17,91","0,33","","Fürstenberg","2017","","",""
"Casal Garcia Rosé","2516114","Portugal","vin","Casal Garcia","9,50","64,90","0,75","","Casal Garcia","2013","Minho","DOC Vinho Verde","50% Vinhão, 30% Borraçal & 20% Azal Tinto"
"Cuvée Loubiéro Côtes de Provence Rosé","2516916","Frankrike","vin","Gassier","13,00","195,00","1,50","","Gassier","2014","Provence","AOC Côtes de Provence","Grenache 40%, Cinsault 20%, Syrah 27%, Rolle 10%, Cabernet-Sauvignon 3%"
"Le Pòggere Rosso Lazio IGP","2549614","Italien","vin","Falesco","13,00","59,90","0,75","","Falesco","2016","Lazio","","Cabernet Sauvignon 60%, Sangiovese 40%"
"Vitiano Umbria Rosso IGP","2549414","Italien","vin","Falesco","13,00","69,90","0,75","","Falesco","2016","Umbrien","","Merlot 33%, Cabernet Sauvignon 33%, Sangiovese 34%"
"Fourpure Shapeshifter 5,9","2124591","Storbritannien","öl","Fourpure Brewing Co","5,90","1997,22","30,00","","Fourpure Brewing Co","2017","","",""
"El Esteco Malbec","2543814","Argentina","vin","Bodega El Esteco","14,50","130,00","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Malbec 100%"
"Altimus","2544524","Argentina","vin","Bodega El Esteco","15,00","235,00","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Malbec 61%, Cabernet Sauvignon 25%, Cabernet Franc 14%"
"Le Pòggere EST! EST!! EST!!! di Montefiascone DOP","2549714","Italien","vin","Falesco","12,50","82,90","0,75","","Falesco","2016","Montefiascone","","Trebbiano 50 %, Malvasia 30%, Roscetto 20%"
"Amaru Torrontés","2544314","Argentina","vin","Bodega El Esteco","13,50","77,90","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Torrontés 100%"
"Don David Cabernet Sauvignon","2544114","Argentina","vin","Bodega El Esteco","14,00","98,90","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Cabernet Sauvignon 100%"
"Don David Chardonnay","2544214","Argentina","vin","Bodega El Esteco","14,00","98,90","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Chardonnay 100%"
"Don David Syrah","2544014","Argentina","vin","Bodega El Esteco","14,00","97,50","0,75","","Bodega El Esteco","2016","Salta","Calchaqui Valley","Syrah 100%"
"Vitiano Umbria Bianco IGP","2549514","Italien","vin","Falesco","12,50","93,30","0,75","","Falesco","2016","Umbrien","","Verdicchio 50%, Vermentino 50%"
"Montiano Lazio IGP","2549824","Italien","vin","Falesco","14,50","299,90","0,75","","Falesco","2016","Lazio","","Merlot 100%"
"Bols Coffee","2728722","Nederländerna","sprit","Edrington","24,00","142,00","0,50","","Edrington","2017","","",""
"Sauza Extra Gold Tequila","2727023","Mexiko","sprit","Edrington","38,00","272,00","0,70","","Edrington","2017","","",""
"Makers Mark Bourbon","2727223","USA","sprit","Edrington","45,00","379,00","0,70","","Edrington","2017","","",""
"Bowmore 12 YO Malt Whisky","2723123","Skottland","sprit","Edrington","40,00","393,00","0,70","","Edrington","2015","","",""
"Bols Peach","2704522","Nederländerna","sprit","Edrington","17,00","142,00","0,50","","Edrington","2018","","",""
"Sourz Raspberry","2726823","USA","sprit","Edrington","15,00","166,00","0,70","","Edrington","2017","","",""
"Jim Beam Rye Whiskey","2727123","USA","sprit","Edrington","40,00","294,00","0,70","","Edrington","2017","","",""
"Sourz Mango","2726723","USA","sprit","Edrington","15,00","166,00","0,70","","Edrington","2017","","",""
"Midori Melon Liqueur","2726923","","sprit","Edrington","20,00","191,00","0,70","","Edrington","2017","","",""
"Sourz Apple","2726623","USA","sprit","Edrington","15,00","166,00","0,70","","Edrington","2017","","",""
"Bols Watermelon","2705022","Nederländerna","sprit","Edrington","17,00","142,00","0,50","","Edrington","2018","","",""
"Knob Creek 9YO Bourbon","2727323","USA","sprit","Edrington","50,00","429,00","0,70","","Edrington","2017","","",""
"Bols Blue Curacao","2726022","USA","sprit","Edrington","21,00","142,00","0,50","","Edrington","2017","","",""
"Mackmyra Vinterdröm","2725723","","sprit","Edrington","46,10","349,00","0,70","","Edrington","2017","","",""
"Bols Passion","2725822","USA","sprit","Edrington","17,00","142,00","0,50","","Edrington","2017","","",""
"Bols Raspberry","2726122","USA","sprit","Edrington","17,00","142,00","0,50","","Edrington","2017","","",""
"Galliano Amaretto","2726322","Italien","sprit","Edrington","28,00","176,00","0,50","","Edrington","2017","","",""
"Bols Triple Sec","2726222","Nederländerna","sprit","Edrington","38,00","184,00","0,50","","Edrington","2017","","",""
"Bols Creme de Banan","2729922","Nederländerna","sprit","Edrington","17,00","149,00","0,50","","Edrington","2018","","",""
"Dorigo Pinot Grigio DOC","2467814","Italien","vin","Dorigo","13,00","112,00","0,75","","Dorigo","","Friuli Venezia Giulia","Colli Orientali del Friuli","Pinot Grigio 100%"
"Jim Beam Apple","2723223","USA","sprit","Edrington","35,00","252,00","0,70","","Edrington","2015","","",""
"Ribolla Gialla DOC","2538414","Italien","vin","Dorigo","12,50","59,90","0,75","","Dorigo","2015","Friuli Colli Orientali","","Ribolla Gialla 100%"
"Daron Fine","2716722","","sprit","Daron calvados","40,00","217,00","0,50","","Daron calvados","2011","","",""
"Daron XO","2716123","Frankrike","sprit","Daron calvados","40,00","409,00","0,70","","Daron calvados","2011","","",""
"Larone Shiraz Mourvèdre","2560614","Sydafrika","vin","DGB","14,00","87,90","0,75","","DGB","2017","Western Cape","","Shiraz 81%, Mourvèdre 19%"
"CUMA Torrontés EKO","2544814","Argentina","vin","Cuma","13,50","72,90","0,75","","Cuma","2016","Calchaqui Valley","","Torrontés 100%"
"Daura Damm Glutenfri Lager 5,4","2126411","Spanien","öl","Damm","5,40","19,06","0,33","","Damm","2018","","",""
"Cabernet Franc DOC","2538514","Italien","vin","Dorigo","12,50","119,00","0,75","","Dorigo","2015","Friuli Colli Orientali","","Cabernet Franc 100%"
"Côte-Rôtie La Germine","2538024","Frankrike","vin","Domaine Benjamin David Duclaux","13,00","332,00","0,75","","Domaine Benjamin David Duclaux","2015","Rhône","AOP Côte Rôtie","Syrah 95%, Viognier 5%"
"CUMA Malbec EKO","2544714","Argentina","vin","Cuma","13,00","72,90","0,75","","Cuma","2016","","","Malbec 100%"
"Cruzcampo 4,8","2164091","Spanien","öl","Cruzcampo","4,80","1479,19","30,00","","Cruzcampo","","","",""
"Bols Strawberry","2725922","Nederländerna","sprit","Edrington","17,00","142,00","0,50","","Edrington","2017","","",""
"Coca-Cola Zero","2328121","","läsk","Coca-Cola","0,00","7,75","0,33","","Coca-Cola","","","",""
"Coca-Cola Zero","2328111","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Coors Light 4,0","2155711","USA","öl","Coors","4,00","17,41","0,33","","Coors","","","",""
"Coca-Cola Zero","2328140","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","","","",""
"Coca-Cola Zero","2328162","","läsk","Coca-Cola","0,00","999,70","10,00","","Coca-Cola","","","",""
"Coca-Cola Light","2300940","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","","","",""
"Coca-Cola","2370721","","läsk","Coca-Cola","0,00","7,75","0,33","","Coca-Cola","","","",""
"Coca-Cola Light","2370821","","läsk","Coca-Cola","0,00","7,75","0,33","","Coca-Cola","","","",""
"Coca-Cola","2300762","","läsk","Coca-Cola","0,00","999,70","10,00","","Coca-Cola","","","",""
"Coca-Cola","2300763","","läsk","Coca-Cola","0,00","1999,40","20,00","","Coca-Cola","","","",""
"Coca-Cola","2300711","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Cruzcampo 4,8","2164011","Spanien","öl","Cruzcampo","4,80","17,52","0,33","","Cruzcampo","","","",""
"Sprite","2371021","","läsk","Coca-Cola","0,00","7,75","0,33","","Coca-Cola","","","",""
"Sprite","2308711","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Sprite","2308740","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","","","",""
"Cuma Organic","2540150","Argentina","vin","Cuma","13,00","209,00","3,00","","Cuma","2015","","","Malbec 65%, Cabernet Sauvignon 20%, Syrah 15%"
"Fanta","2301411","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Fanta Citron","2334311","","läsk","Coca-Cola","0,00","8,90","0,33","","Coca-Cola","","","",""
"Fanta","2301440","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","","","",""
"Sprite","2308762","","läsk","Coca-Cola","0,00","999,70","10,00","","Coca-Cola","","","",""
"Fanta Exotic","2301262","","läsk","Coca-Cola","0,00","920,86","10,00","","Coca-Cola","2019","","",""
"Fanta Exotic","2301140","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","2019","","",""
"Fanta","2301462","","läsk","Coca-Cola","0,00","920,86","10,00","","Coca-Cola","","","",""
"Codorníu Clasico Brut","2535311","Spanien","vin","Codorníu","11,50","38,30","0,38","","Codorníu","2015","Katalonien","DO Cava","Macabeo, Xarel-lo, Parellada"
"Codorníu Ecológica Dealcoholized EKO","2564514","Spanien","vin","Codorníu","0,50","56,90","0,75","","Codorníu","2017","","","Airen 100 %"
"Anna de Codorníu Brut Rosé","2560114","Spanien","vin","Codorníu","12,00","105,00","0,75","","Codorníu","2015","Katalonien","DO Cava","Pinot Noir 70 %, Chardonnay 30 %"
"Anna de Codorníu Brut Rosé","2560124","Spanien","vin","Codorníu","12,00","105,00","0,75","","Codorníu","2017","Katalonien","DO Cava","Pinot Noir 70 %, Chardonnay 30 %"
"Codorníu Ecológica Brut EKO","2561010","Spanien","vin","Codorníu","11,50","29,90","0,20","","Codorníu","2015","Katalonien","DO Cava","Xarel-lo, Parellada, Macabeo"
"Anna de Codorníu Organic Brut","2551014","Spanien","vin","Codorníu","11,50","94,90","0,75","","Codorníu","2015","Katalonien","DO Cava","Chardonnay 70 %, Parellada 15 %, Macabeo/Xarel-lo 15%"
"Reina Ma Cristina Reserva","2540014","Spanien","vin","Codorníu","12,00","136,00","0,75","","Codorníu","2015","Katalonien","DO Cava","Pinot Noir 100%"
"Dulce Anna Ice Edition","2562214","Spanien","vin","Codorníu","11,50","105,00","0,75","","Codorníu","2017","Katalonien","DO Cava","Chardonnay 70% Macabeo, Xarel·lo, Parellada 30%"
"Burn Intense Energy","2371122","","läsk","Coca-Cola","0,00","14,58","0,35","","Coca-Cola","","","",""
"Codorníu 1551 Brut","2457414","Spanien","vin","Codorníu","11,50","75,90","0,75","","Codorníu","2018","Katalonien","DO Cava","Macabeo, Xarel.lo, Parellada"
"Codorníu Ecológica Brut EKO","2568114","Spanien","vin","Codorníu","11,50","79,90","0,75","","Codorníu","2015","Katalonien","DO Cava","Xarel-lo, Parellada, Macabeo"
"Anna de Codorníu Brut Blanc de Blancs Reserva","2535414","Spanien","vin","Codorníu","11,50","94,40","0,75","","Codorníu","2015","Katalonien","DO Cava","Chardonnay 70%, Parellada 15%, Xarel-lo och Macabeo 15%"
"Codorníu Ecológica Brut EKO","2536214","Spanien","vin","Codorníu","11,50","83,90","0,75","","Codorníu","2015","Katalonien","DO Cava","Xarel-lo, Parellada, Macabeo"
"Codorníu Clasico Brut Rosé","2536014","Spanien","vin","Codorníu","11,50","75,40","0,75","","Codorníu","2015","Katalonien","DO Cava","Monastrell, Garnacha, Trepat"
"Fanta","2370921","","läsk","Coca-Cola","0,00","7,75","0,33","","Coca-Cola","","","",""
"Codorníu Ecológica Brut EKO","2536211","Spanien","vin","Codorníu","11,50","39,90","0,38","","Codorníu","2015","Katalonien","DO Cava","Xarel-lo, Parellada, Macabeo"
"Codorníu Clasico Brut","2535314","Spanien","vin","Codorníu","11,50","74,60","0,75","","Codorníu","2015","Katalonien","DO Cava","Macabeo, Xarel-lo, Parellada"
"Carodorum Roble","2562514","Spanien","vin","Bodega  Carodorum","14,50","74,90","0,75","","Bodega  Carodorum","2017","Kastilien-León","DO Toro","Tempranillo 100%"
"Carodorum Seleccìon Especial Reserva","2562324","Spanien","vin","Bodega  Carodorum","15,00","209,00","0,75","","Bodega  Carodorum","2017","Kastilien-León","DO Toro","Tempranillo 100% (Tinta de Toro)"
"Ortonese Malvasia Chardonnay Terre di Chieti IGT","2496014","Italien","vin","Caldora","12,00","64,90","0,75","","Caldora","","Abruzzo","","Malvasia 75%, Chardonnay 25%"
"Carodorum Issos","2562714","Spanien","vin","Bodega  Carodorum","14,50","105,00","0,75","","Bodega  Carodorum","2017","","DO Toro","Tempranillo 100%"
"Carodorum Seleccìon Especial Reserva","2562314","Spanien","vin","Bodega  Carodorum","15,00","209,00","0,75","","Bodega  Carodorum","2017","Kastilien-León","DO Toro","Tempranillo 100% (Tinta de Toro)"
"Pistonhead Kustom Lager 4,9","1153391","Sverige","öl","Brutal Brewing","4,90","1353,16","30,00","","Brutal Brewing","2011","","",""
"Coca-Cola","2300740","","läsk","Coca-Cola","0,00","11,64","0,50","","Coca-Cola","","","",""
"Pistonhead Kustom Lager 4,9","1153321","Sverige","öl","Brutal Brewing","4,90","14,25","0,33","","Brutal Brewing","2011","","",""
"Pistonhead Kustom Lager 4,9","1153311","Sverige","öl","Brutal Brewing","4,90","15,13","0,33","","Brutal Brewing","2011","","",""
"Texas State of Mind 5,0","1165711","Sverige","öl","Brutal Brewing","5,00","15,92","0,33","","Brutal Brewing","2014","","",""
"A Ship Full of IPA 5,8","1172291","Sverige","öl","Brutal Brewing","5,80","1645,21","30,00","","Brutal Brewing","2015","","",""
"A Ship Full of IPA Alkoholfri","1124711","Sverige","öl","Brutal Brewing","0,00","9,85","0,33","","Brutal Brewing","2018","","",""
"Pistonhead Full Amber 6,0","1171432","Sverige","öl","Brutal Brewing","6,00","14,75","0,33","","Brutal Brewing","2015","","",""
"Pistonhead Flat Tire 3,5","1190237","","öl","Brutal Brewing","3,50","10,89","0,33","","Brutal Brewing","","","",""
"Session Pale Ale 3,5","1184211","Sverige","öl","Brutal Brewing","3,50","14,25","0,33","","Brutal Brewing","2016","","",""
"Pistonhead Flat Tire 4,5","1162621","","öl","Brutal Brewing","4,50","14,02","0,33","","Brutal Brewing","2013","","",""
"Cirrus The Cloudy Lager 5,1","1181911","Sverige","öl","Brutal Brewing","5,10","17,22","0,33","","Brutal Brewing","2016","","",""
"Tail of a Whale 4,8","1175311","Sverige","öl","Brutal Brewing","4,80","16,99","0,33","","Brutal Brewing","2015","","",""
"Tail of a Whale 4,8","1175491","Sverige","öl","Brutal Brewing","4,80","1547,71","30,00","","Brutal Brewing","2015","","",""
"A Ship Full of IPA 5,8","1172211","Sverige","öl","Brutal Brewing","5,80","18,99","0,33","","Brutal Brewing","2015","","",""
"Brutal Brewing Supper Lola 5,0","1185411","Sverige","öl","Brutal Brewing","5,00","18,46","0,33","","Brutal Brewing","2016","","",""
"Pistonhead Haze Lager 5,1","1125532","","öl","Brutal Brewing","5,10","14,60","0,33","","Brutal Brewing","2018","","",""
"Brutal Brewing Smokey Monkey 5,3","1109091","Sverige","öl","Brutal Brewing","5,50","1739,00","30,00","","Brutal Brewing","2018","","",""
"Hale to Nothing 4,5","1154811","Sverige","öl","Brutal Brewing","4,50","17,57","0,33","","Brutal Brewing","","","",""
"Beavertown Gamma Ray 5,4","2176491","Storbritannien","öl","Beavertown Brewery","5,40","2002,30","30,00","","Beavertown Brewery","2017","","",""
"Texas State of Mind 5,0","1165791","Sverige","öl","Brutal Brewing","5,00","1521,39","30,00","","Brutal Brewing","2014","","",""
"Gran Sasso Montepulciano d´Abruzzo EKO","2551914","Italien","vin","Caldora","13,50","82,90","0,75","","Caldora","","Abruzzo","","Montepulciano 100%"
"Beavertown Gamma Ray 5,4","2176421","Storbritannien","öl","Beavertown Brewery","5,40","23,71","0,33","","Beavertown Brewery","2017","","",""
"Beavertown Neck Oil 4,3","2100421","Storbritannien","öl","Beavertown Brewery","4,30","23,08","0,33","","Beavertown Brewery","","","",""
"Bacardi Breezer Watermelon","2717710","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2006","","",""
"Ortonese Sangiovese Merlot Puglia IGT","2495914","Italien","vin","Caldora","12,50","64,90","0,75","","Caldora","","Apulien","","Sangiovese och Merlot"
"Bacardi Breezer Strawberry","2755810","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2015","","",""
"Bacardi Breezer Pear","2755710","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2017","","",""
"Bacardi Breezer Pineapple","2717310","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2006","","",""
"Bacardi Breezer Lime","2721410","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2013","","",""
"The Pavillion Shiraz/Cabernet Sauvignon","2520314","Sydafrika","vin","Boschendal","13,50","67,90","0,75","","Boschendal","2013","Western Cape","","Shiraz 64%, Cabernet Sauvignon 36%"
"Boschendal S&M","2538914","Sydafrika","vin","Boschendal","14,00","113,00","0,75","","Boschendal","2015","Coastal Region","","Shiraz 63%, Mourvèdre 37%"
"Bacardi Breezer Mango","2717510","","fab","Bacardi Breezer","4,00","23,14","0,27","","Bacardi Breezer","2010","","",""
"Boschendal Elgin Pinot Noir","2571024","Sydafrika","vin","Boschendal","13,00","239,00","0,75","","Boschendal","2018","Elgin","W.O. Elgin","Pinot Noir 100%"
